Ranking,Motor,Jogo,Score Neural Elite X,Confianca,Score,Score Base,Score Correlação,Score Final,Score Estratégico,Score Diversidade,Distância Média,Repetidas Último Concurso,Score Repetição,Score Soma,Score Distribuição,Soma,Pares,Ímpares,Classificação
893,Elite X PRO,06 - 09 - 10 - 21 - 35 - 52,59.69,Baixa,58.79,64.9,24.93,58.79,72.75,73.93,4.98,1,85.0,50.0,85.0,133,3,3,Forte
894,Elite X PRO,01 - 04 - 27 - 37 - 39 - 48,59.68,Baixa,60.89,65.98,35.67,60.89,67.5,74.67,5.1,0,40.0,80.0,85.0,156,2,4,Forte
895,Elite X PRO,05 - 14 - 16 - 17 - 38 - 46,59.68,Baixa,57.61,54.95,36.95,57.61,72.75,82.27,5.6,1,85.0,50.0,85.0,136,4,2,Forte
896,Elite X PRO,01 - 21 - 35 - 48 - 52 - 54,59.66,Baixa,62.38,67.26,24.2,62.38,72.0,74.67,5.22,0,40.0,80.0,100.0,211,3,3,Forte
897,Elite X PRO,09 - 15 - 44 - 49 - 56 - 60,59.65,Baixa,58.53,65.75,33.21,58.53,71.0,67.0,4.46,3,80.0,50.0,85.0,233,3,3,Forte
898,Elite X PRO,11 - 21 - 33 - 42 - 49 - 56,59.64,Baixa,62.03,64.69,35.67,62.03,72.0,73.87,5.14,0,40.0,80.0,100.0,212,2,4,Forte
899,Elite X PRO,08 - 27 - 37 - 49 - 52 - 56,59.62,Baixa,61.24,69.22,37.42,61.24,61.5,72.53,5.06,0,40.0,50.0,100.0,229,3,3,Forte
900,Elite X PRO,11 - 14 - 19 - 21 - 37 - 54,59.62,Baixa,60.64,64.18,36.97,60.64,67.5,75.87,5.06,0,40.0,80.0,85.0,156,2,4,Forte
901,Elite X PRO,10 - 13 - 44 - 48 - 49 - 53,59.6,Baixa,60.96,69.65,30.64,60.96,67.5,72.13,4.84,0,40.0,80.0,85.0,217,3,3,Forte
902,Elite X PRO,11 - 13 - 15 - 24 - 33 - 42,59.57,Baixa,58.2,61.18,32.13,58.2,72.75,75.4,5.04,1,85.0,50.0,85.0,138,2,4,Forte
903,Elite X PRO,08 - 11 - 45 - 48 - 54 - 60,59.57,Baixa,58.04,63.02,29.13,58.04,72.75,75.53,5.1,1,85.0,50.0,85.0,226,4,2,Forte
904,Elite X PRO,19 - 24 - 27 - 46 - 49 - 54,59.56,Baixa,60.41,65.02,36.55,60.41,67.5,74.27,4.98,0,40.0,80.0,85.0,219,3,3,Forte
905,Elite X PRO,08 - 13 - 37 - 44 - 56 - 58,59.55,Baixa,62.25,67.04,35.37,62.25,72.0,72.4,5.06,0,40.0,80.0,100.0,216,4,2,Forte
906,Elite X PRO,03 - 09 - 15 - 45 - 56 - 60,59.55,Baixa,61.44,66.68,28.42,61.44,71.0,70.6,4.76,4,30.0,100.0,85.0,188,2,4,Forte
907,Elite X PRO,07 - 21 - 37 - 42 - 44 - 59,59.54,Baixa,62.24,67.29,30.12,62.24,72.0,73.93,5.18,0,40.0,80.0,100.0,210,2,4,Forte
908,Elite X PRO,07 - 10 - 13 - 27 - 36 - 53,59.53,Baixa,61.11,66.44,39.8,61.11,61.5,74.27,5.22,0,40.0,50.0,100.0,146,2,4,Forte
909,Elite X PRO,10 - 31 - 41 - 42 - 49 - 54,59.53,Baixa,59.01,65.09,43.23,59.01,57.0,76.13,5.14,0,40.0,50.0,85.0,227,3,3,Forte
910,Elite X PRO,04 - 13 - 24 - 27 - 35 - 42,59.52,Baixa,61.56,70.0,29.68,61.56,61.5,73.07,5.12,0,40.0,50.0,100.0,145,3,3,Forte
911,Elite X PRO,14 - 27 - 37 - 42 - 47 - 56,59.45,Baixa,60.95,68.17,32.25,60.95,61.5,75.2,5.24,0,40.0,50.0,100.0,223,3,3,Forte
912,Elite X PRO,09 - 10 - 14 - 22 - 28 - 57,59.42,Baixa,58.04,60.89,28.7,58.04,72.75,77.6,5.28,1,85.0,50.0,85.0,140,4,2,Forte
913,Elite X PRO,01 - 04 - 05 - 30 - 34 - 60,59.42,Baixa,57.59,58.83,29.11,57.59,78.0,75.53,5.1,2,100.0,50.0,85.0,134,4,2,Forte
914,Elite X PRO,08 - 13 - 42 - 45 - 49 - 56,59.4,Baixa,60.38,66.15,29.46,60.38,67.5,75.6,5.1,0,40.0,80.0,85.0,213,3,3,Forte
915,Elite X PRO,01 - 06 - 21 - 34 - 37 - 46,59.39,Baixa,59.17,64.64,37.44,59.17,57.0,77.6,5.32,0,40.0,50.0,85.0,145,3,3,Forte
916,Elite X PRO,07 - 23 - 27 - 36 - 39 - 40,59.35,Baixa,58.48,59.7,31.11,58.48,65.5,82.07,5.4,0,40.0,100.0,55.0,172,2,4,Forte
917,Elite X PRO,08 - 11 - 13 - 19 - 52 - 54,59.34,Baixa,58.08,63.56,32.32,58.08,58.5,79.67,5.18,0,40.0,80.0,55.0,157,3,3,Forte
918,Elite X PRO,04 - 21 - 24 - 27 - 40 - 44,59.33,Baixa,60.58,65.93,30.81,60.58,67.5,75.67,5.1,0,40.0,80.0,85.0,160,4,2,Forte
919,Elite X PRO,10 - 13 - 16 - 27 - 34 - 46,59.32,Baixa,60.73,64.55,39.95,60.73,61.5,76.07,5.34,0,40.0,50.0,100.0,146,4,2,Forte
920,Elite X PRO,01 - 03 - 11 - 30 - 39 - 52,59.32,Baixa,59.34,60.64,25.57,59.34,82.5,69.47,4.86,2,100.0,50.0,100.0,136,2,4,Forte
921,Elite X PRO,01 - 08 - 09 - 21 - 38 - 54,59.28,Baixa,58.33,63.66,26.15,58.33,72.75,73.67,4.96,1,85.0,50.0,85.0,131,3,3,Forte
922,Elite X PRO,04 - 08 - 11 - 39 - 44 - 48,59.27,Baixa,60.36,64.25,37.56,60.36,67.5,74.4,5.06,0,40.0,80.0,85.0,154,4,2,Forte
923,Elite X PRO,22 - 26 - 27 - 37 - 44 - 59,59.26,Baixa,60.0,63.64,31.47,60.0,67.5,78.0,5.24,0,40.0,80.0,85.0,215,3,3,Forte
924,Elite X PRO,12 - 21 - 26 - 42 - 43 - 54,59.21,Baixa,60.36,59.97,27.57,60.36,74.5,81.47,5.52,0,40.0,100.0,85.0,198,4,2,Forte
925,Elite X PRO,19 - 23 - 24 - 48 - 59 - 60,59.19,Baixa,57.39,59.19,26.66,57.39,72.75,79.8,5.38,1,85.0,50.0,85.0,233,3,3,Forte
926,Elite X PRO,01 - 07 - 23 - 27 - 54 - 56,59.16,Baixa,57.56,61.22,34.11,57.56,58.5,80.67,5.3,0,40.0,80.0,55.0,168,2,4,Forte
927,Elite X PRO,08 - 21 - 24 - 28 - 40 - 53,59.12,Baixa,60.85,62.15,21.1,60.85,74.5,79.6,5.38,0,40.0,100.0,85.0,174,4,2,Forte
928,Elite X PRO,11 - 13 - 38 - 44 - 48 - 54,59.08,Baixa,60.23,67.74,31.04,60.23,67.5,73.4,4.92,0,40.0,80.0,85.0,208,4,2,Forte
929,Elite X PRO,16 - 27 - 28 - 31 - 32 - 40,59.08,Baixa,57.91,56.65,29.35,57.91,65.5,86.27,5.68,0,40.0,100.0,55.0,174,4,2,Forte
930,Elite X PRO,01 - 24 - 33 - 44 - 54 - 56,59.06,Baixa,61.64,65.52,33.64,61.64,72.0,71.47,4.98,0,40.0,80.0,100.0,212,4,2,Forte
931,Elite X PRO,07 - 10 - 13 - 35 - 37 - 52,59.06,Baixa,60.47,66.54,32.87,60.47,67.5,74.73,5.1,0,40.0,80.0,85.0,154,2,4,Forte
932,Elite X PRO,14 - 23 - 31 - 36 - 48 - 58,59.02,Baixa,61.31,62.61,28.73,61.31,72.0,80.4,5.66,0,40.0,80.0,100.0,210,4,2,Forte
933,Elite X PRO,01 - 10 - 44 - 45 - 48 - 54,59.02,Baixa,57.57,65.39,34.72,57.57,58.5,75.93,4.96,0,40.0,80.0,55.0,202,4,2,Forte
934,Elite X PRO,14 - 25 - 40 - 42 - 47 - 53,58.98,Baixa,60.14,64.43,30.97,60.14,61.5,78.93,5.52,0,40.0,50.0,100.0,221,3,3,Forte
935,Elite X PRO,04 - 07 - 33 - 34 - 41 - 49,58.95,Baixa,57.42,61.37,31.26,57.42,58.5,82.47,5.5,0,40.0,80.0,55.0,168,2,4,Forte
936,Elite X PRO,04 - 33 - 39 - 42 - 45 - 56,58.94,Baixa,60.01,65.7,30.02,60.01,67.5,77.07,5.26,0,40.0,80.0,85.0,219,3,3,Forte
937,Elite X PRO,11 - 26 - 34 - 47 - 54 - 60,58.94,Baixa,58.85,59.6,29.35,58.85,77.25,76.2,5.3,1,85.0,50.0,100.0,232,4,2,Forte
938,Elite X PRO,04 - 26 - 39 - 40 - 47 - 54,58.9,Baixa,61.63,66.47,27.32,61.63,72.0,74.87,5.28,0,40.0,80.0,100.0,210,4,2,Forte
939,Elite X PRO,04 - 06 - 13 - 27 - 37 - 53,58.87,Baixa,61.03,69.91,36.31,61.03,61.5,72.67,5.1,0,40.0,50.0,100.0,140,2,4,Forte
940,Elite X PRO,11 - 13 - 35 - 49 - 52 - 56,58.86,Baixa,59.71,64.3,38.74,59.71,67.5,74.4,4.98,0,40.0,80.0,85.0,216,2,4,Forte
941,Elite X PRO,01 - 04 - 11 - 21 - 39 - 60,58.85,Baixa,59.44,62.5,25.87,59.44,77.25,72.4,5.08,1,85.0,50.0,100.0,136,2,4,Forte
942,Elite X PRO,01 - 14 - 18 - 33 - 38 - 45,58.84,Baixa,58.52,63.09,33.54,58.52,57.0,78.93,5.4,0,40.0,50.0,85.0,149,3,3,Forte
943,Elite X PRO,01 - 33 - 38 - 40 - 42 - 46,58.82,Baixa,57.89,61.02,31.23,57.89,65.5,81.8,5.4,0,40.0,100.0,55.0,200,4,2,Forte
944,Elite X PRO,04 - 14 - 15 - 19 - 33 - 49,58.8,Baixa,57.6,61.11,30.31,57.6,72.75,75.87,5.12,1,85.0,50.0,85.0,134,2,4,Forte
945,Elite X PRO,08 - 10 - 19 - 24 - 39 - 45,58.78,Baixa,60.65,67.42,30.05,60.65,61.5,72.73,5.12,0,40.0,50.0,100.0,145,3,3,Forte
946,Elite X PRO,13 - 18 - 33 - 37 - 47 - 48,58.78,Baixa,58.23,64.46,24.41,58.23,65.5,80.93,5.32,0,40.0,100.0,55.0,196,2,4,Forte
947,Elite X PRO,01 - 11 - 13 - 24 - 37 - 56,58.76,Baixa,60.64,67.64,39.22,60.64,61.5,71.2,4.96,0,40.0,50.0,100.0,142,2,4,Forte
948,Elite X PRO,01 - 11 - 12 - 21 - 52 - 56,58.76,Baixa,59.79,62.28,27.43,59.79,67.5,79.6,5.38,0,40.0,80.0,85.0,153,3,3,Forte
949,Elite X PRO,06 - 07 - 23 - 34 - 35 - 42,58.74,Baixa,58.37,62.27,33.97,58.37,57.0,80.53,5.54,0,40.0,50.0,85.0,147,3,3,Forte
950,Elite X PRO,04 - 06 - 21 - 42 - 45 - 48,58.73,Baixa,57.48,63.29,28.98,57.48,58.5,81.93,5.4,0,40.0,80.0,55.0,166,4,2,Forte
951,Elite X PRO,04 - 08 - 17 - 21 - 27 - 53,58.7,Baixa,57.4,59.62,31.18,57.4,72.75,79.47,5.42,1,85.0,50.0,85.0,130,2,4,Forte
952,Elite X PRO,07 - 23 - 37 - 46 - 49 - 52,58.64,Baixa,61.22,64.49,31.17,61.22,72.0,75.0,5.26,0,40.0,80.0,100.0,214,2,4,Forte
953,Elite X PRO,08 - 11 - 16 - 26 - 46 - 47,58.64,Baixa,59.12,57.61,37.89,59.12,67.5,81.6,5.56,0,40.0,80.0,85.0,154,4,2,Forte
954,Elite X PRO,04 - 18 - 33 - 48 - 56 - 59,58.63,Baixa,61.15,63.54,32.17,61.15,72.0,78.0,5.48,0,40.0,80.0,100.0,218,4,2,Forte
955,Elite X PRO,16 - 30 - 35 - 46 - 49 - 58,58.6,Baixa,58.5,59.08,33.53,58.5,77.25,71.73,4.98,1,85.0,50.0,100.0,234,4,2,Forte
956,Elite X PRO,08 - 10 - 19 - 24 - 37 - 48,58.59,Baixa,60.47,67.43,34.82,60.47,61.5,73.0,5.14,0,40.0,50.0,100.0,146,4,2,Forte
957,Elite X PRO,01 - 12 - 23 - 32 - 38 - 46,58.56,Baixa,61.03,60.16,32.25,61.03,72.0,79.4,5.62,0,40.0,80.0,100.0,152,4,2,Forte
958,Elite X PRO,04 - 21 - 42 - 46 - 49 - 54,58.48,Baixa,59.38,64.02,36.36,59.38,67.5,75.47,5.08,0,40.0,80.0,85.0,216,4,2,Forte
959,Elite X PRO,14 - 27 - 37 - 49 - 53 - 60,58.46,Baixa,59.14,65.02,28.37,59.14,77.25,70.87,4.9,1,85.0,50.0,100.0,240,2,4,Forte
960,Elite X PRO,06 - 27 - 39 - 40 - 45 - 47,58.45,Baixa,59.22,63.55,28.18,59.22,67.5,77.47,5.28,0,40.0,80.0,85.0,204,2,4,Forte
961,Elite X PRO,02 - 11 - 23 - 33 - 37 - 50,58.44,Baixa,61.11,61.94,28.14,61.11,72.0,77.8,5.5,0,40.0,80.0,100.0,156,2,4,Forte
962,Elite X PRO,01 - 06 - 27 - 33 - 42 - 47,58.42,Baixa,59.37,61.5,31.66,59.37,67.5,79.6,5.44,0,40.0,80.0,85.0,156,2,4,Forte
963,Elite X PRO,11 - 21 - 23 - 40 - 53 - 58,58.32,Baixa,58.99,62.18,27.76,58.99,67.5,80.8,5.44,0,40.0,80.0,85.0,206,2,4,Forte
964,Elite X PRO,13 - 24 - 38 - 39 - 53 - 56,58.22,Baixa,58.05,66.22,33.86,58.05,57.0,74.87,5.02,0,40.0,50.0,85.0,223,3,3,Forte
965,Elite X PRO,06 - 11 - 13 - 24 - 37 - 49,58.2,Baixa,60.32,68.72,37.61,60.32,61.5,69.4,4.84,0,40.0,50.0,100.0,140,2,4,Forte
966,Elite X PRO,10 - 11 - 49 - 52 - 53 - 56,58.15,Baixa,57.79,64.05,41.67,57.79,57.0,74.47,5.0,0,40.0,50.0,85.0,231,3,3,Forte
967,Elite X PRO,08 - 11 - 12 - 19 - 38 - 59,58.15,Baixa,57.78,61.31,32.39,57.78,57.0,80.6,5.46,0,40.0,50.0,85.0,147,3,3,Forte
968,Elite X PRO,01 - 26 - 32 - 40 - 55 - 59,58.08,Baixa,58.48,58.65,27.0,58.48,67.5,83.47,5.7,0,40.0,80.0,85.0,213,3,3,Forte
969,Elite X PRO,04 - 11 - 13 - 21 - 34 - 59,58.06,Baixa,59.79,64.86,35.18,59.79,61.5,76.53,5.36,0,40.0,50.0,100.0,142,2,4,Forte
970,Elite X PRO,11 - 24 - 33 - 39 - 53 - 56,58.03,Baixa,58.84,62.55,36.12,58.84,67.5,75.67,5.08,0,40.0,80.0,85.0,216,2,4,Forte
971,Elite X PRO,01 - 11 - 13 - 36 - 40 - 45,58.0,Baixa,57.72,62.24,40.93,57.72,57.0,76.53,5.22,0,40.0,50.0,85.0,146,2,4,Forte
972,Elite X PRO,10 - 13 - 19 - 21 - 38 - 45,57.94,Baixa,59.81,66.26,32.25,59.81,61.5,74.2,5.2,0,40.0,50.0,100.0,146,2,4,Forte
973,Elite X PRO,16 - 23 - 33 - 36 - 46 - 58,57.92,Baixa,60.06,59.38,28.69,60.06,72.0,80.93,5.7,0,40.0,80.0,100.0,212,4,2,Forte
974,Elite X PRO,06 - 11 - 21 - 52 - 55 - 59,57.92,Baixa,58.53,61.07,25.71,58.53,67.5,81.47,5.5,0,40.0,80.0,85.0,204,2,4,Forte
975,Elite X PRO,21 - 26 - 31 - 32 - 42 - 58,57.91,Baixa,58.37,59.24,29.82,58.37,67.5,83.73,5.72,0,40.0,80.0,85.0,210,4,2,Forte
976,Elite X PRO,08 - 13 - 48 - 49 - 53 - 56,57.86,Baixa,57.87,66.84,32.91,57.87,57.0,75.53,5.1,0,40.0,50.0,85.0,227,3,3,Forte
977,Elite X PRO,04 - 19 - 21 - 26 - 31 - 55,57.69,Baixa,60.32,60.25,24.57,60.32,72.0,80.47,5.66,0,40.0,80.0,100.0,156,2,4,Forte
978,Elite X PRO,06 - 08 - 23 - 35 - 36 - 42,57.67,Baixa,58.71,60.62,33.05,58.71,67.5,79.2,5.44,0,40.0,80.0,85.0,150,4,2,Forte
979,Elite X PRO,11 - 33 - 35 - 39 - 48 - 54,57.63,Baixa,58.68,63.67,35.51,58.68,67.5,74.87,5.04,0,40.0,80.0,85.0,220,2,4,Forte
980,Elite X PRO,21 - 24 - 35 - 42 - 49 - 56,57.53,Baixa,57.39,65.08,34.52,57.39,57.0,74.8,5.02,0,40.0,50.0,85.0,227,3,3,Forte
981,Elite X PRO,11 - 24 - 39 - 40 - 49 - 53,57.37,Baixa,60.27,65.28,29.02,60.27,72.0,70.27,4.9,0,40.0,80.0,100.0,216,2,4,Forte
982,Elite X PRO,08 - 16 - 38 - 45 - 52 - 59,57.37,Baixa,59.85,61.06,28.9,59.85,72.0,78.8,5.54,0,40.0,80.0,100.0,218,4,2,Forte
983,Elite X PRO,06 - 10 - 13 - 27 - 36 - 50,57.36,Baixa,59.23,64.97,32.79,59.23,61.5,75.13,5.3,0,40.0,50.0,100.0,142,4,2,Forte
984,Elite X PRO,04 - 06 - 13 - 37 - 40 - 48,57.34,Baixa,57.71,66.74,30.51,57.71,57.0,75.87,5.2,0,40.0,50.0,85.0,148,4,2,Forte
985,Elite X PRO,04 - 13 - 21 - 24 - 38 - 42,57.24,Baixa,59.33,66.65,30.35,59.33,61.5,74.4,5.22,0,40.0,50.0,100.0,142,4,2,Forte
986,Elite X PRO,01 - 10 - 12 - 23 - 42 - 56,57.24,Baixa,58.93,63.37,32.16,58.93,61.5,76.47,5.4,0,40.0,50.0,100.0,144,4,2,Forte
987,Elite X PRO,08 - 11 - 14 - 23 - 35 - 49,57.16,Baixa,58.97,64.17,35.37,58.97,61.5,73.67,5.16,0,40.0,50.0,100.0,140,2,4,Forte
988,Elite X PRO,14 - 16 - 20 - 23 - 31 - 52,57.16,Baixa,57.79,56.32,28.12,57.79,67.5,85.2,5.76,0,40.0,80.0,85.0,156,4,2,Forte
989,Elite X PRO,02 - 16 - 23 - 25 - 44 - 48,57.15,Baixa,57.84,57.16,28.42,57.84,67.5,82.07,5.6,0,40.0,80.0,85.0,158,4,2,Forte
990,Elite X PRO,04 - 26 - 41 - 44 - 49 - 56,57.1,Baixa,58.06,61.93,33.73,58.06,67.5,76.8,5.18,0,40.0,80.0,85.0,220,4,2,Forte
991,Elite X PRO,04 - 06 - 19 - 27 - 33 - 42,57.06,Baixa,59.08,64.72,30.12,59.08,61.5,76.73,5.42,0,40.0,50.0,100.0,131,3,3,Forte
992,Elite X PRO,01 - 19 - 21 - 22 - 35 - 44,57.06,Baixa,58.73,62.85,35.04,58.73,61.5,74.4,5.22,0,40.0,50.0,100.0,142,2,4,Forte
993,Elite X PRO,01 - 11 - 22 - 26 - 41 - 51,56.94,Baixa,59.52,58.38,26.33,59.52,72.0,80.0,5.64,0,40.0,80.0,100.0,152,2,4,Forte
994,Elite X PRO,16 - 21 - 23 - 42 - 52 - 58,56.88,Baixa,57.4,57.95,27.69,57.4,67.5,83.8,5.68,0,40.0,80.0,85.0,212,4,2,Forte
995,Elite X PRO,06 - 08 - 13 - 27 - 39 - 44,56.84,Baixa,58.94,65.79,28.9,58.94,61.5,71.13,5.0,0,40.0,50.0,100.0,137,3,3,Forte
996,Elite X PRO,04 - 11 - 40 - 52 - 54 - 59,56.63,Baixa,57.77,62.6,29.23,57.77,67.5,78.13,5.26,0,40.0,80.0,85.0,220,4,2,Forte
997,Elite X PRO,01 - 02 - 18 - 26 - 46 - 53,56.57,Baixa,57.94,59.52,31.73,57.94,61.5,78.33,5.54,0,40.0,50.0,100.0,146,4,2,Forte
998,Elite X PRO,02 - 07 - 14 - 39 - 45 - 49,56.55,Baixa,57.65,59.83,27.33,57.65,67.5,76.8,5.24,0,40.0,80.0,85.0,156,2,4,Forte
999,Elite X PRO,01 - 10 - 13 - 27 - 38 - 47,55.86,Baixa,57.9,63.71,31.8,57.9,61.5,73.8,5.2,0,40.0,50.0,100.0,136,2,4,Forte
1000,Elite X PRO,07 - 12 - 23 - 24 - 38 - 44,55.69,Baixa,57.47,61.82,24.86,57.47,61.5,76.0,5.34,0,40.0,50.0,100.0,148,4,2,Forte
